text,intent,sentiment,user_type
"Good morning, internet speed is extremely slow on ZENDOffice Net 1G in USA since last week.",Technical,Frustrated,New User
"I have a concern about, ZENDFleet IoT offers great value for money for my office network.",Product Inquiry,Satisfied,New User
"Good morning, installation time for ZENDFiber Home 1 Gbps in Singapore for international usage.",Technical,Informational,Existing User
"Hope you’re doing well, explain billing cycle for ZENDEnterprise Ultra for international usage.",Billing,Informational,Existing User
"I have a concern about, how to raise complaint for ZENDBiz Connect 500 for my home connection.",Complaint,Informational,Existing User
"I have a concern about, cost of ZENDArchive Storage is too high since last week.",Product Inquiry,Frustrated,New User
"I wanted to check, my ZENDStorage 10TB connection keeps disconnecting in USA during peak hours.",Technical,Frustrated,Existing User
"Hello support, billing charges for ZENDBiz Connect 100 seem incorrect in India after installation.",Billing,Frustrated,Existing User
"Hope you’re doing well, features included in ZENDSmart Lighting under my current subscription.",Product Inquiry,Informational,Existing User
"I would like to know, features included in ZENDBiz Connect 100 as part of my annual plan.",Product Inquiry,Informational,New User
"I have a concern about, price of ZENDSmart Traffic in India for international usage.",Product Inquiry,Informational,New User
"Hope you’re doing well, billing charges for Prepaid Unlimited seem incorrect in Thailand after installation.",Billing,Frustrated,Existing User
"I need assistance regarding, my Postpaid Silver connection keeps disconnecting in Thailand for my home connection.",Technical,Frustrated,Existing User
"Good morning, internet speed is extremely slow on ZENDFiber Home 300 Mbps in Singapore since last week.",Technical,Frustrated,Existing User
"I wanted to check, my Prepaid Unlimited connection keeps disconnecting in USA after installation.",Technical,Frustrated,Existing User
"Kindly help me with, features included in Postpaid Gold after installation.",Product Inquiry,Informational,Existing User
"Kindly help me with, cost of ZENDFiber Home 1 Gbps is too high for my office network.",Product Inquiry,Frustrated,Existing User
"Hope you’re doing well, refund not processed for ZENDEnterprise Ultra under my current subscription.",Refund,Frustrated,Existing User
"Can you please confirm, internet speed is extremely slow on Prepaid Unlimited in India after installation.",Technical,Frustrated,Existing User
"Hello support, internet speed is extremely slow on Prepaid Plus 20GB in Singapore for my home connection.",Technical,Frustrated,Existing User
"Good morning, installation time for Prepaid Basic 5GB in Thailand after installation.",Technical,Informational,Existing User
"Hope you’re doing well, billing charges for ZENDEnterprise Ultra seem incorrect in India for my home connection.",Billing,Frustrated,Existing User
"Hi team, installation time for ZENDCloud VM Pro in India for my home connection.",Technical,Informational,Existing User
"Hope you’re doing well, refund was credited quickly for enterprise usage.",Refund,Satisfied,Existing User
"Can you please confirm, explain billing cycle for ZENDBiz Connect 1G since last week.",Billing,Informational,New User
"I need assistance regarding, my ZENDBiz Connect 100 connection keeps disconnecting in Thailand for my home connection.",Technical,Frustrated,Existing User
"Hope you’re doing well, installation time for ZENDOffice Net 500 in Thailand for enterprise usage.",Technical,Informational,New User
"I have a concern about, how to raise complaint for ZENDOffice Net 500 under my current subscription.",Complaint,Informational,Existing User
"Good morning, explain billing cycle for ZENDCloud VM Enterprise for international usage.",Billing,Informational,New User
"Can you please confirm, very unhappy with ZENDOffice Net 500 service under my current subscription.",Complaint,Frustrated,New User
"Hello support, price of ZENDStorage 1TB in Thailand after my recent upgrade.",Product Inquiry,Informational,Existing User
"I would like to know, cost of ZENDFleet IoT is too high for international usage.",Product Inquiry,Frustrated,New User
"Hi team, refund eligibility for ZENDCloud VM Enterprise for my office network.",Refund,Informational,Existing User
"Hello support, very unhappy with ZENDOffice Net 500 service after my recent upgrade.",Complaint,Frustrated,Existing User
"I wanted to check, explain billing cycle for ZENDFiber Home 1 Gbps as part of my annual plan.",Billing,Informational,Existing User
"I have a concern about, price of ZENDSmart Parking in Singapore after my recent upgrade.",Product Inquiry,Informational,New User
"I have a concern about, price of ZENDFleet IoT in Thailand after my recent upgrade.",Product Inquiry,Informational,New User
"I need assistance regarding, refund was credited quickly for international usage.",Refund,Satisfied,Existing User
"Hope you’re doing well, price of ZENDIndustrial Sensor in USA for my home connection.",Product Inquiry,Informational,Existing User
"Hi team, ZENDStorage 1TB offers great value for money since last week.",Product Inquiry,Satisfied,New User
"I have a concern about, installation time for ZENDEnterprise Ultra in USA for enterprise usage.",Technical,Informational,Existing User
"I would like to know, network performance has been excellent on Postpaid Platinum for my office network.",Technical,Satisfied,Existing User
"I need assistance regarding, Postpaid Platinum offers great value for money after my recent upgrade.",Product Inquiry,Satisfied,New User
"Kindly help me with, explain billing cycle for ZENDOffice Net 200 as part of my annual plan.",Billing,Informational,Existing User
"Hello support, refund not processed for Postpaid Platinum under my current subscription.",Refund,Frustrated,Existing User
"I have a concern about, features included in Postpaid Silver during peak hours.",Product Inquiry,Informational,New User
"I need assistance regarding, price of Prepaid Unlimited in India under my current subscription.",Product Inquiry,Informational,Existing User
"I have a concern about, installation time for ZENDFiber Home 1 Gbps in India after installation.",Technical,Informational,Existing User
"Hello support, internet speed is extremely slow on ZENDOffice Net 500 in Singapore as part of my annual plan.",Technical,Frustrated,New User
"Kindly help me with, refund eligibility for ZENDSmart Parking as part of my annual plan.",Refund,Informational,Existing User
"I wanted to check, Postpaid Gold offers great value for money under my current subscription.",Product Inquiry,Satisfied,Existing User
"I wanted to check, internet speed is extremely slow on Postpaid Platinum in India after my recent upgrade.",Technical,Frustrated,Existing User
"Can you please confirm, network performance has been excellent on Postpaid Platinum for enterprise usage.",Technical,Satisfied,Existing User
"I wanted to check, how to raise complaint for ZENDEnterprise Ultra under my current subscription.",Complaint,Informational,Existing User
"Hello support, features included in ZENDFiber Home 1 Gbps for enterprise usage.",Product Inquiry,Informational,New User
"I need assistance regarding, features included in ZENDFiber Home 1 Gbps during peak hours.",Product Inquiry,Informational,New User
"I need assistance regarding, my ZENDSmart Parking connection keeps disconnecting in India for my office network.",Technical,Frustrated,Existing User
"Hi team, network performance has been excellent on ZENDEnterprise Dedicated after my recent upgrade.",Technical,Satisfied,New User
"I need assistance regarding, cost of ZENDEnterprise Ultra is too high for enterprise usage.",Product Inquiry,Frustrated,New User
"Hope you’re doing well, how to raise complaint for ZENDCloud VM Pro as part of my annual plan.",Complaint,Informational,Existing User
"Good morning, price of ZENDBiz Connect 100 in Thailand for my home connection.",Product Inquiry,Informational,New User
"Hello support, explain billing cycle for Prepaid Unlimited as part of my annual plan.",Billing,Informational,New User
"I have a concern about, price of ZENDBiz Connect 1G in India for international usage.",Product Inquiry,Informational,New User
"Hello support, installation time for ZENDFiber Home 300 Mbps in USA as part of my annual plan.",Technical,Informational,Existing User
